environment,candidate,policy,split,scenario,harmful_actions,contained,benign_cost,false_positive,disrupted_actions,collateral_disrupted_calls
combined,t12_l0,revoke,test,fast,18.47,0.04,0.0,0.0,0.0,0.0
combined,t12_l0,revoke,test,switcher,14.86,0.0,0.0,0.0,0.0,0.0
combined,t12_l0,revoke,test,slow,7.875,0.015,0.0,0.0,0.0,0.0
combined,t12_l0,revoke,test,avoider,18.905,0.02,0.0,0.0,0.0,0.0
combined,t12_l0,revoke,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
combined,t12_l0,revoke,test,benign_admin,0.0,0.0,0.0,0.0,0.0,0.0
combined,t12_l0,revoke,test,benign_drill,0.0,0.0,0.0,0.0,0.0,0.0
combined,t12_l0,revoke,family_shift,patient,5.965,0.005,0.0,0.0,0.0,0.0
combined,t12_l0,revoke,family_shift,cycler,12.33,0.0,0.0,0.0,0.0,0.0
combined,t12_l0,revoke,family_shift,benign_burst,0.0,1.0,7.0,1.0,7.0,0.0
combined,t12_l0,revoke,family_shift,benign_recovery,0.0,0.0,0.0,0.0,0.0,0.0
combined,t5_l0,revoke,test,fast,2.0,1.0,0.0,0.0,0.0,0.0
combined,t5_l0,revoke,test,switcher,14.86,0.0,0.0,0.0,0.0,0.0
combined,t5_l0,revoke,test,slow,2.0,1.0,0.0,0.0,0.0,0.0
combined,t5_l0,revoke,test,avoider,2.0,1.0,0.0,0.0,0.0,0.0
combined,t5_l0,revoke,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
combined,t5_l0,revoke,test,benign_admin,0.0,1.0,5.0,1.0,5.0,0.0
combined,t5_l0,revoke,test,benign_drill,0.0,1.0,11.0,1.0,11.0,0.0
combined,t5_l0,revoke,family_shift,patient,2.0,1.0,0.0,0.0,0.0,0.0
combined,t5_l0,revoke,family_shift,cycler,12.33,0.0,0.0,0.0,0.0,0.0
combined,t5_l0,revoke,family_shift,benign_burst,0.0,1.0,17.0,1.0,17.0,0.0
combined,t5_l0,revoke,family_shift,benign_recovery,0.0,1.0,12.0,1.0,12.0,0.0
combined,t8_l0,revoke,test,fast,16.81,0.17,0.0,0.0,0.0,0.0
combined,t8_l0,revoke,test,switcher,14.86,0.0,0.0,0.0,0.0,0.0
combined,t8_l0,revoke,test,slow,7.165,0.16,0.0,0.0,0.0,0.0
combined,t8_l0,revoke,test,avoider,16.75,0.165,0.0,0.0,0.0,0.0
combined,t8_l0,revoke,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
combined,t8_l0,revoke,test,benign_admin,0.0,0.0,0.0,0.0,0.0,0.0
combined,t8_l0,revoke,test,benign_drill,0.0,1.0,2.085,1.0,2.085,0.0
combined,t8_l0,revoke,family_shift,patient,5.585,0.13,0.0,0.0,0.0,0.0
combined,t8_l0,revoke,family_shift,cycler,12.33,0.0,0.0,0.0,0.0,0.0
combined,t8_l0,revoke,family_shift,benign_burst,0.0,1.0,12.0,1.0,12.0,0.0
combined,t8_l0,revoke,family_shift,benign_recovery,0.0,1.0,7.0,1.0,7.0,0.0
combined,t8_l1,revoke,test,fast,18.455,0.04,0.0,0.0,0.0,0.0
combined,t8_l1,revoke,test,switcher,14.86,0.0,0.0,0.0,0.0,0.0
combined,t8_l1,revoke,test,slow,7.165,0.16,0.0,0.0,0.0,0.0
combined,t8_l1,revoke,test,avoider,18.905,0.02,0.0,0.0,0.0,0.0
combined,t8_l1,revoke,test,benign_build,0.0,0.0,0.0,0.0,0.0,0.0
combined,t8_l1,revoke,test,benign_admin,0.0,0.0,0.0,0.0,0.0,0.0
combined,t8_l1,revoke,test,benign_drill,0.0,1.0,1.06,1.0,1.06,0.0
combined,t8_l1,revoke,family_shift,patient,5.585,0.13,0.0,0.0,0.0,0.0
combined,t8_l1,revoke,family_shift,cycler,12.33,0.0,0.0,0.0,0.0,0.0
combined,t8_l1,revoke,family_shift,benign_burst,0.0,1.0,11.0,1.0,11.0,0.0
combined,t8_l1,revoke,family_shift,benign_recovery,0.0,1.0,6.0,1.0,6.0,0.0
