environment,split,budget,alert_limit,silent_candidate,signal_candidate,calibration_feasible,heldout_both_feasible,metric,difference,ci_low,ci_high,seeds
avoidance_all,test,12.0,0.67,t5_l0,t5_l0,True,True,containment,0.0,0.0,0.0,200
avoidance_all,test,12.0,0.67,t5_l0,t5_l0,True,True,benign_cost,0.0,0.0,0.0,200
avoidance_all,family_shift,0.0,0.34,t12_l0,t12_l0,True,False,harm,0.0,0.0,0.0,200
avoidance_all,family_shift,0.0,0.34,t12_l0,t12_l0,True,False,containment,0.0,0.0,0.0,200
avoidance_all,family_shift,0.0,0.34,t12_l0,t12_l0,True,False,benign_cost,0.0,0.0,0.0,200
avoidance_all,family_shift,0.0,0.67,t12_l0,t12_l0,True,False,harm,0.0,0.0,0.0,200
avoidance_all,family_shift,0.0,0.67,t12_l0,t12_l0,True,False,containment,0.0,0.0,0.0,200
avoidance_all,family_shift,0.0,0.67,t12_l0,t12_l0,True,False,benign_cost,0.0,0.0,0.0,200
avoidance_all,family_shift,1.0,0.34,t12_l0,t12_l0,True,False,harm,0.0,0.0,0.0,200
avoidance_all,family_shift,1.0,0.34,t12_l0,t12_l0,True,False,containment,0.0,0.0,0.0,200
avoidance_all,family_shift,1.0,0.34,t12_l0,t12_l0,True,False,benign_cost,0.0,0.0,0.0,200
avoidance_all,family_shift,1.0,0.67,t12_l0,t12_l0,True,False,harm,0.0,0.0,0.0,200
avoidance_all,family_shift,1.0,0.67,t12_l0,t12_l0,True,False,containment,0.0,0.0,0.0,200
avoidance_all,family_shift,1.0,0.67,t12_l0,t12_l0,True,False,benign_cost,0.0,0.0,0.0,200
avoidance_all,family_shift,3.0,0.34,t12_l0,t12_l0,True,False,harm,0.0,0.0,0.0,200
avoidance_all,family_shift,3.0,0.34,t12_l0,t12_l0,True,False,containment,0.0,0.0,0.0,200
avoidance_all,family_shift,3.0,0.34,t12_l0,t12_l0,True,False,benign_cost,0.0,0.0,0.0,200
avoidance_all,family_shift,3.0,0.67,t12_l0,t12_l0,True,False,harm,0.0,0.0,0.0,200
avoidance_all,family_shift,3.0,0.67,t12_l0,t12_l0,True,False,containment,0.0,0.0,0.0,200
avoidance_all,family_shift,3.0,0.67,t12_l0,t12_l0,True,False,benign_cost,0.0,0.0,0.0,200
avoidance_all,family_shift,6.0,0.34,t12_l0,t12_l0,True,False,harm,0.0,0.0,0.0,200
avoidance_all,family_shift,6.0,0.34,t12_l0,t12_l0,True,False,containment,0.0,0.0,0.0,200
avoidance_all,family_shift,6.0,0.34,t12_l0,t12_l0,True,False,benign_cost,0.0,0.0,0.0,200
avoidance_all,family_shift,6.0,0.67,t5_l0,t5_l0,True,False,harm,0.0,0.0,0.0,200
avoidance_all,family_shift,6.0,0.67,t5_l0,t5_l0,True,False,containment,0.0,0.0,0.0,200
avoidance_all,family_shift,6.0,0.67,t5_l0,t5_l0,True,False,benign_cost,0.0,0.0,0.0,200
avoidance_all,family_shift,12.0,0.34,t12_l0,t12_l0,True,False,harm,0.0,0.0,0.0,200
avoidance_all,family_shift,12.0,0.34,t12_l0,t12_l0,True,False,containment,0.0,0.0,0.0,200
avoidance_all,family_shift,12.0,0.34,t12_l0,t12_l0,True,False,benign_cost,0.0,0.0,0.0,200
avoidance_all,family_shift,12.0,0.67,t5_l0,t5_l0,True,False,harm,0.0,0.0,0.0,200
avoidance_all,family_shift,12.0,0.67,t5_l0,t5_l0,True,False,containment,0.0,0.0,0.0,200
avoidance_all,family_shift,12.0,0.67,t5_l0,t5_l0,True,False,benign_cost,0.0,0.0,0.0,200
adaptive_avoidance,test,0.0,0.34,,,False,False,harm,,,,200
adaptive_avoidance,test,0.0,0.34,,,False,False,containment,,,,200
adaptive_avoidance,test,0.0,0.34,,,False,False,benign_cost,,,,200
adaptive_avoidance,test,0.0,0.67,,,False,False,harm,,,,200
adaptive_avoidance,test,0.0,0.67,,,False,False,containment,,,,200
adaptive_avoidance,test,0.0,0.67,,,False,False,benign_cost,,,,200
adaptive_avoidance,test,1.0,0.34,t12_l0,t1000_l0,True,True,harm,5.62,5.41625,5.82125,200
adaptive_avoidance,test,1.0,0.34,t12_l0,t1000_l0,True,True,containment,-0.27625,-0.3025,-0.25125,200
adaptive_avoidance,test,1.0,0.34,t12_l0,t1000_l0,True,True,benign_cost,0.0,0.0,0.0,200
adaptive_avoidance,test,1.0,0.67,t12_l0,t1000_l0,True,True,harm,5.62,5.41625,5.82125,200
adaptive_avoidance,test,1.0,0.67,t12_l0,t1000_l0,True,True,containment,-0.27625,-0.3025,-0.25125,200
adaptive_avoidance,test,1.0,0.67,t12_l0,t1000_l0,True,True,benign_cost,0.0,0.0,0.0,200
adaptive_avoidance,test,3.0,0.34,t8_l0,t20_l0,True,True,harm,0.22125,0.14625,0.31253125000000004,200
adaptive_avoidance,test,3.0,0.34,t8_l0,t20_l0,True,True,containment,-0.0625,-0.08125,-0.045,200
adaptive_avoidance,test,3.0,0.34,t8_l0,t20_l0,True,True,benign_cost,-0.15666666666666665,-0.19333333333333333,-0.12,200
adaptive_avoidance,test,3.0,0.67,t8_l0,t20_l0,True,True,harm,0.22125,0.14625,0.31253125000000004,200
adaptive_avoidance,test,3.0,0.67,t8_l0,t20_l0,True,True,containment,-0.0625,-0.08125,-0.045,200
adaptive_avoidance,test,3.0,0.67,t8_l0,t20_l0,True,True,benign_cost,-0.15666666666666665,-0.19333333333333333,-0.12,200
adaptive_avoidance,test,6.0,0.34,t8_l0,t20_l0,True,True,harm,0.22125,0.14625,0.31253125000000004,200
adaptive_avoidance,test,6.0,0.34,t8_l0,t20_l0,True,True,containment,-0.0625,-0.08125,-0.045,200
adaptive_avoidance,test,6.0,0.34,t8_l0,t20_l0,True,True,benign_cost,-0.15666666666666665,-0.19333333333333333,-0.12,200
adaptive_avoidance,test,6.0,0.67,t5_l1,t12_l0,True,True,harm,0.25125,0.18871875,0.3175,200
adaptive_avoidance,test,6.0,0.67,t5_l1,t12_l0,True,True,containment,-0.08,-0.09625,-0.065,200
adaptive_avoidance,test,6.0,0.67,t5_l1,t12_l0,True,True,benign_cost,0.05333333333333334,-0.20837500000000006,0.32004166666666667,200
adaptive_avoidance,test,12.0,0.34,t8_l0,t20_l0,True,True,harm,0.22125,0.14625,0.31253125000000004,200
adaptive_avoidance,test,12.0,0.34,t8_l0,t20_l0,True,True,containment,-0.0625,-0.08125,-0.045,200
adaptive_avoidance,test,12.0,0.34,t8_l0,t20_l0,True,True,benign_cost,-0.15666666666666665,-0.19333333333333333,-0.12,200
adaptive_avoidance,test,12.0,0.67,t5_l0,t5_l0,True,True,harm,0.0,0.0,0.0,200
adaptive_avoidance,test,12.0,0.67,t5_l0,t5_l0,True,True,containment,0.0,0.0,0.0,200
adaptive_avoidance,test,12.0,0.67,t5_l0,t5_l0,True,True,benign_cost,1.5316666666666667,1.3733333333333335,1.6933333333333334,200
adaptive_avoidance,family_shift,0.0,0.34,,,False,False,harm,,,,200
adaptive_avoidance,family_shift,0.0,0.34,,,False,False,containment,,,,200
adaptive_avoidance,family_shift,0.0,0.34,,,False,False,benign_cost,,,,200
adaptive_avoidance,family_shift,0.0,0.67,,,False,False,harm,,,,200
adaptive_avoidance,family_shift,0.0,0.67,,,False,False,containment,,,,200
adaptive_avoidance,family_shift,0.0,0.67,,,False,False,benign_cost,,,,200
adaptive_avoidance,family_shift,1.0,0.34,t12_l0,t1000_l0,True,False,harm,1.9925,1.725,2.2675,200
adaptive_avoidance,family_shift,1.0,0.34,t12_l0,t1000_l0,True,False,containment,-0.2925,-0.3275,-0.2575,200
adaptive_avoidance,family_shift,1.0,0.34,t12_l0,t1000_l0,True,False,benign_cost,-3.42,-3.4449999999999994,-3.3899999999999997,200
adaptive_avoidance,family_shift,1.0,0.67,t12_l0,t1000_l0,True,False,harm,1.9925,1.725,2.2675,200
adaptive_avoidance,family_shift,1.0,0.67,t12_l0,t1000_l0,True,False,containment,-0.2925,-0.3275,-0.2575,200
adaptive_avoidance,family_shift,1.0,0.67,t12_l0,t1000_l0,True,False,benign_cost,-3.42,-3.4449999999999994,-3.3899999999999997,200
adaptive_avoidance,family_shift,3.0,0.34,t8_l0,t20_l0,True,False,harm,0.135,0.08,0.19256250000000003,200
adaptive_avoidance,family_shift,3.0,0.34,t8_l0,t20_l0,True,False,containment,-0.0525,-0.075,-0.0325,200
adaptive_avoidance,family_shift,3.0,0.34,t8_l0,t20_l0,True,False,benign_cost,-2.04,-2.3,-1.7749374999999996,200
adaptive_avoidance,family_shift,3.0,0.67,t8_l0,t20_l0,True,False,harm,0.135,0.08,0.19256250000000003,200
adaptive_avoidance,family_shift,3.0,0.67,t8_l0,t20_l0,True,False,containment,-0.0525,-0.075,-0.0325,200
adaptive_avoidance,family_shift,3.0,0.67,t8_l0,t20_l0,True,False,benign_cost,-2.04,-2.3,-1.7749374999999996,200
adaptive_avoidance,family_shift,6.0,0.34,t8_l0,t20_l0,True,False,harm,0.135,0.08,0.19256250000000003,200
adaptive_avoidance,family_shift,6.0,0.34,t8_l0,t20_l0,True,False,containment,-0.0525,-0.075,-0.0325,200
adaptive_avoidance,family_shift,6.0,0.34,t8_l0,t20_l0,True,False,benign_cost,-2.04,-2.3,-1.7749374999999996,200
adaptive_avoidance,family_shift,6.0,0.67,t5_l1,t12_l0,True,False,harm,0.525,0.4225,0.6275,200
adaptive_avoidance,family_shift,6.0,0.67,t5_l1,t12_l0,True,False,containment,-0.155,-0.1875,-0.12249999999999998,200
adaptive_avoidance,family_shift,6.0,0.67,t5_l1,t12_l0,True,False,benign_cost,-0.81,-1.1125625000000001,-0.5075,200
adaptive_avoidance,family_shift,12.0,0.34,t8_l0,t20_l0,True,False,harm,0.135,0.08,0.19256250000000003,200
adaptive_avoidance,family_shift,12.0,0.34,t8_l0,t20_l0,True,False,containment,-0.0525,-0.075,-0.0325,200
adaptive_avoidance,family_shift,12.0,0.34,t8_l0,t20_l0,True,False,benign_cost,-2.04,-2.3,-1.7749374999999996,200
adaptive_avoidance,family_shift,12.0,0.67,t5_l0,t5_l0,True,False,harm,0.0,0.0,0.0,200
adaptive_avoidance,family_shift,12.0,0.67,t5_l0,t5_l0,True,False,containment,0.0,0.0,0.0,200
adaptive_avoidance,family_shift,12.0,0.67,t5_l0,t5_l0,True,False,benign_cost,1.485,1.3399375,1.6250624999999999,200
combined,test,0.0,0.34,,,False,False,harm,,,,200
combined,test,0.0,0.34,,,False,False,containment,,,,200
combined,test,0.0,0.34,,,False,False,benign_cost,,,,200
combined,test,0.0,0.67,,,False,False,harm,,,,200
combined,test,0.0,0.67,,,False,False,containment,,,,200
combined,test,0.0,0.67,,,False,False,benign_cost,,,,200
combined,test,1.0,0.34,t12_l0,t1000_l0,True,True,harm,5.21125,4.83,5.5925625000000005,200
combined,test,1.0,0.34,t12_l0,t1000_l0,True,True,containment,-0.19,-0.21875,-0.1625,200
combined,test,1.0,0.34,t12_l0,t1000_l0,True,True,benign_cost,-0.003333333333333333,-0.01,0.0,200
combined,test,1.0,0.67,t12_l0,t1000_l0,True,True,harm,5.21125,4.83,5.5925625000000005,200
combined,test,1.0,0.67,t12_l0,t1000_l0,True,True,containment,-0.19,-0.21875,-0.1625,200
combined,test,1.0,0.67,t12_l0,t1000_l0,True,True,benign_cost,-0.003333333333333333,-0.01,0.0,200
combined,test,3.0,0.34,t8_l0,t20_l0,True,True,harm,1.405,1.13871875,1.6825625000000002,200
combined,test,3.0,0.34,t8_l0,t20_l0,True,True,containment,-0.13875,-0.1625,-0.11625,200
combined,test,3.0,0.34,t8_l0,t20_l0,True,True,benign_cost,-0.06499999999999999,-0.2033333333333333,0.08333333333333334,200
combined,test,3.0,0.67,t8_l0,t12_l0,True,False,harm,0.675,0.46624999999999994,0.91503125,200
combined,test,3.0,0.67,t8_l0,t12_l0,True,False,containment,-0.07125,-0.09,-0.05500000000000001,200
combined,test,3.0,0.67,t8_l0,t12_l0,True,False,benign_cost,1.2833333333333334,1.065,1.4867083333333333,200
combined,test,6.0,0.34,t8_l0,t20_l0,True,True,harm,1.405,1.13871875,1.6825625000000002,200
combined,test,6.0,0.34,t8_l0,t20_l0,True,True,containment,-0.13875,-0.1625,-0.11625,200
combined,test,6.0,0.34,t8_l0,t20_l0,True,True,benign_cost,-0.06499999999999999,-0.2033333333333333,0.08333333333333334,200
combined,test,6.0,0.67,t5_l0,t5_l1,True,False,harm,5.24625,4.8760625,5.595062499999999,200
combined,test,6.0,0.67,t5_l0,t5_l1,True,False,containment,-0.3425,-0.365,-0.32,200
combined,test,6.0,0.67,t5_l0,t5_l1,True,False,benign_cost,0.2866666666666667,0.14666666666666667,0.44008333333333327,200
combined,test,12.0,0.34,t8_l0,t20_l0,True,True,harm,1.405,1.13871875,1.6825625000000002,200
combined,test,12.0,0.34,t8_l0,t20_l0,True,True,containment,-0.13875,-0.1625,-0.11625,200
combined,test,12.0,0.34,t8_l0,t20_l0,True,True,benign_cost,-0.06499999999999999,-0.2033333333333333,0.08333333333333334,200
combined,test,12.0,0.67,t5_l0,t5_l0,True,True,harm,0.0,0.0,0.0,200
combined,test,12.0,0.67,t5_l0,t5_l0,True,True,containment,0.0,0.0,0.0,200
combined,test,12.0,0.67,t5_l0,t5_l0,True,True,benign_cost,0.9666666666666667,0.8216666666666667,1.125,200
combined,family_shift,0.0,0.34,,,False,False,harm,,,,200
combined,family_shift,0.0,0.34,,,False,False,containment,,,,200
combined,family_shift,0.0,0.34,,,False,False,benign_cost,,,,200
combined,family_shift,0.0,0.67,,,False,False,harm,,,,200
combined,family_shift,0.0,0.67,,,False,False,containment,,,,200
combined,family_shift,0.0,0.67,,,False,False,benign_cost,,,,200
combined,family_shift,1.0,0.34,t12_l0,t1000_l0,True,False,harm,1.7125,1.457375,1.9800625,200
combined,family_shift,1.0,0.34,t12_l0,t1000_l0,True,False,containment,-0.2225,-0.2625,-0.1849375,200
combined,family_shift,1.0,0.34,t12_l0,t1000_l0,True,False,benign_cost,-3.375,-3.4075,-3.34,200
combined,family_shift,1.0,0.67,t12_l0,t1000_l0,True,False,harm,1.7125,1.457375,1.9800625,200
combined,family_shift,1.0,0.67,t12_l0,t1000_l0,True,False,containment,-0.2225,-0.2625,-0.1849375,200
combined,family_shift,1.0,0.67,t12_l0,t1000_l0,True,False,benign_cost,-3.375,-3.4075,-3.34,200
combined,family_shift,3.0,0.34,t8_l0,t20_l0,True,False,harm,0.2375,0.165,0.31,200
combined,family_shift,3.0,0.34,t8_l0,t20_l0,True,False,containment,-0.0775,-0.1025,-0.052500000000000005,200
combined,family_shift,3.0,0.34,t8_l0,t20_l0,True,False,benign_cost,-5.2125,-5.570062500000001,-4.865,200
combined,family_shift,3.0,0.67,t8_l0,t12_l0,True,False,harm,0.0475,0.0,0.1,200
combined,family_shift,3.0,0.67,t8_l0,t12_l0,True,False,containment,-0.0275,-0.045,-0.0125,200
combined,family_shift,3.0,0.67,t8_l0,t12_l0,True,False,benign_cost,0.2875,-0.0975,0.665,200
combined,family_shift,6.0,0.34,t8_l0,t20_l0,True,False,harm,0.2375,0.165,0.31,200
combined,family_shift,6.0,0.34,t8_l0,t20_l0,True,False,containment,-0.0775,-0.1025,-0.052500000000000005,200
combined,family_shift,6.0,0.34,t8_l0,t20_l0,True,False,benign_cost,-5.2125,-5.570062500000001,-4.865,200
combined,family_shift,6.0,0.67,t5_l0,t5_l1,True,False,harm,0.0,0.0,0.0,200
combined,family_shift,6.0,0.67,t5_l0,t5_l1,True,False,containment,0.0,0.0,0.0,200
combined,family_shift,6.0,0.67,t5_l0,t5_l1,True,False,benign_cost,-0.155,-0.3075,0.0,200
combined,family_shift,12.0,0.34,t8_l0,t20_l0,True,False,harm,0.2375,0.165,0.31,200
combined,family_shift,12.0,0.34,t8_l0,t20_l0,True,False,containment,-0.0775,-0.1025,-0.052500000000000005,200
combined,family_shift,12.0,0.34,t8_l0,t20_l0,True,False,benign_cost,-5.2125,-5.570062500000001,-4.865,200
combined,family_shift,12.0,0.67,t5_l0,t5_l0,True,False,harm,0.0,0.0,0.0,200
combined,family_shift,12.0,0.67,t5_l0,t5_l0,True,False,containment,0.0,0.0,0.0,200
combined,family_shift,12.0,0.67,t5_l0,t5_l0,True,False,benign_cost,0.83,0.6774375,0.9875,200
